index,image_path,image_index,speed
17083,../Mini Project/data/clean_data/train_imgs/17083.jpg,17083,2.6706540000000003
17084,../Mini Project/data/clean_data/train_imgs/17084.jpg,17084,2.877819
8313,../Mini Project/data/clean_data/train_imgs/8313.jpg,8313,24.88484
8314,../Mini Project/data/clean_data/train_imgs/8314.jpg,8314,24.811135
11057,../Mini Project/data/clean_data/train_imgs/11057.jpg,11057,4.715624
11058,../Mini Project/data/clean_data/train_imgs/11058.jpg,11058,4.685004
13163,../Mini Project/data/clean_data/train_imgs/13163.jpg,13163,7.103484
13164,../Mini Project/data/clean_data/train_imgs/13164.jpg,13164,7.062324
18587,../Mini Project/data/clean_data/train_imgs/18587.jpg,18587,0.6690699999999999
18588,../Mini Project/data/clean_data/train_imgs/18588.jpg,18588,0.669898
7748,../Mini Project/data/clean_data/train_imgs/7748.jpg,7748,24.654005
7749,../Mini Project/data/clean_data/train_imgs/7749.jpg,7749,24.622305
13216,../Mini Project/data/clean_data/train_imgs/13216.jpg,13216,7.7377509999999985
13217,../Mini Project/data/clean_data/train_imgs/13217.jpg,13217,7.7838660000000015
7047,../Mini Project/data/clean_data/train_imgs/7047.jpg,7047,17.715639000000003
7048,../Mini Project/data/clean_data/train_imgs/7048.jpg,7048,17.771345
16461,../Mini Project/data/clean_data/train_imgs/16461.jpg,16461,2.476859
16462,../Mini Project/data/clean_data/train_imgs/16462.jpg,16462,2.440601
7229,../Mini Project/data/clean_data/train_imgs/7229.jpg,7229,21.325024
7230,../Mini Project/data/clean_data/train_imgs/7230.jpg,7230,21.345724
2485,../Mini Project/data/clean_data/train_imgs/2485.jpg,2485,25.013348
2486,../Mini Project/data/clean_data/train_imgs/2486.jpg,2486,25.04043
6994,../Mini Project/data/clean_data/train_imgs/6994.jpg,6994,16.208607
6995,../Mini Project/data/clean_data/train_imgs/6995.jpg,6995,16.263710999999994
3596,../Mini Project/data/clean_data/train_imgs/3596.jpg,3596,21.734894
3597,../Mini Project/data/clean_data/train_imgs/3597.jpg,3597,21.722463
9708,../Mini Project/data/clean_data/train_imgs/9708.jpg,9708,8.202377
9709,../Mini Project/data/clean_data/train_imgs/9709.jpg,9709,8.138424
1591,../Mini Project/data/clean_data/train_imgs/1591.jpg,1591,17.329617000000002
1592,../Mini Project/data/clean_data/train_imgs/1592.jpg,1592,17.312487
13967,../Mini Project/data/clean_data/train_imgs/13967.jpg,13967,7.635016
13968,../Mini Project/data/clean_data/train_imgs/13968.jpg,13968,7.6341800000000015
11560,../Mini Project/data/clean_data/train_imgs/11560.jpg,11560,5.3046370000000005
11561,../Mini Project/data/clean_data/train_imgs/11561.jpg,11561,5.3579550000000005
4529,../Mini Project/data/clean_data/train_imgs/4529.jpg,4529,22.085589
4530,../Mini Project/data/clean_data/train_imgs/4530.jpg,4530,22.092605
3744,../Mini Project/data/clean_data/train_imgs/3744.jpg,3744,21.661121
3745,../Mini Project/data/clean_data/train_imgs/3745.jpg,3745,21.673183
4372,../Mini Project/data/clean_data/train_imgs/4372.jpg,4372,21.905867
4373,../Mini Project/data/clean_data/train_imgs/4373.jpg,4373,21.921176000000006
16833,../Mini Project/data/clean_data/train_imgs/16833.jpg,16833,1.7726669999999998
16834,../Mini Project/data/clean_data/train_imgs/16834.jpg,16834,1.765427
5940,../Mini Project/data/clean_data/train_imgs/5940.jpg,5940,15.351475
5941,../Mini Project/data/clean_data/train_imgs/5941.jpg,5941,15.206795
11027,../Mini Project/data/clean_data/train_imgs/11027.jpg,11027,5.633043
11028,../Mini Project/data/clean_data/train_imgs/11028.jpg,11028,5.594052
3114,../Mini Project/data/clean_data/train_imgs/3114.jpg,3114,22.161567
3115,../Mini Project/data/clean_data/train_imgs/3115.jpg,3115,22.164657
12181,../Mini Project/data/clean_data/train_imgs/12181.jpg,12181,7.867684
12182,../Mini Project/data/clean_data/train_imgs/12182.jpg,12182,7.799592
17409,../Mini Project/data/clean_data/train_imgs/17409.jpg,17409,14.403833
17410,../Mini Project/data/clean_data/train_imgs/17410.jpg,17410,14.291968
18,../Mini Project/data/clean_data/train_imgs/18.jpg,18,27.855982
19,../Mini Project/data/clean_data/train_imgs/19.jpg,19,27.795581
472,../Mini Project/data/clean_data/train_imgs/472.jpg,472,16.103754000000002
473,../Mini Project/data/clean_data/train_imgs/473.jpg,473,16.145751999999998
1319,../Mini Project/data/clean_data/train_imgs/1319.jpg,1319,13.68455
1320,../Mini Project/data/clean_data/train_imgs/1320.jpg,1320,13.670832999999998
4064,../Mini Project/data/clean_data/train_imgs/4064.jpg,4064,21.411394
4065,../Mini Project/data/clean_data/train_imgs/4065.jpg,4065,21.406813
3184,../Mini Project/data/clean_data/train_imgs/3184.jpg,3184,21.775132
3185,../Mini Project/data/clean_data/train_imgs/3185.jpg,3185,21.766496
14002,../Mini Project/data/clean_data/train_imgs/14002.jpg,14002,6.34474
14003,../Mini Project/data/clean_data/train_imgs/14003.jpg,14003,6.280649
2859,../Mini Project/data/clean_data/train_imgs/2859.jpg,2859,25.315708
2860,../Mini Project/data/clean_data/train_imgs/2860.jpg,2860,25.303978
4470,../Mini Project/data/clean_data/train_imgs/4470.jpg,4470,21.802175
4471,../Mini Project/data/clean_data/train_imgs/4471.jpg,4471,21.820356
11858,../Mini Project/data/clean_data/train_imgs/11858.jpg,11858,7.621173
11859,../Mini Project/data/clean_data/train_imgs/11859.jpg,11859,7.607777
10975,../Mini Project/data/clean_data/train_imgs/10975.jpg,10975,6.876530000000002
10976,../Mini Project/data/clean_data/train_imgs/10976.jpg,10976,6.879279
4861,../Mini Project/data/clean_data/train_imgs/4861.jpg,4861,22.529797
4862,../Mini Project/data/clean_data/train_imgs/4862.jpg,4862,22.524865
6532,../Mini Project/data/clean_data/train_imgs/6532.jpg,6532,15.306557000000002
6533,../Mini Project/data/clean_data/train_imgs/6533.jpg,6533,15.309569
16895,../Mini Project/data/clean_data/train_imgs/16895.jpg,16895,2.108082
16896,../Mini Project/data/clean_data/train_imgs/16896.jpg,16896,2.077305
10391,../Mini Project/data/clean_data/train_imgs/10391.jpg,10391,5.824875
10392,../Mini Project/data/clean_data/train_imgs/10392.jpg,10392,5.879619
19173,../Mini Project/data/clean_data/train_imgs/19173.jpg,19173,9.49822
19174,../Mini Project/data/clean_data/train_imgs/19174.jpg,19174,9.488301
16468,../Mini Project/data/clean_data/train_imgs/16468.jpg,16468,2.256942
16469,../Mini Project/data/clean_data/train_imgs/16469.jpg,16469,2.224043
5353,../Mini Project/data/clean_data/train_imgs/5353.jpg,5353,24.302419
5354,../Mini Project/data/clean_data/train_imgs/5354.jpg,5354,24.321965
12313,../Mini Project/data/clean_data/train_imgs/12313.jpg,12313,6.792312
12314,../Mini Project/data/clean_data/train_imgs/12314.jpg,12314,6.9005990000000015
8603,../Mini Project/data/clean_data/train_imgs/8603.jpg,8603,13.432576
8604,../Mini Project/data/clean_data/train_imgs/8604.jpg,8604,13.423806
10167,../Mini Project/data/clean_data/train_imgs/10167.jpg,10167,2.850306
10168,../Mini Project/data/clean_data/train_imgs/10168.jpg,10168,2.973947
13486,../Mini Project/data/clean_data/train_imgs/13486.jpg,13486,0.0
13487,../Mini Project/data/clean_data/train_imgs/13487.jpg,13487,0.0
2199,../Mini Project/data/clean_data/train_imgs/2199.jpg,2199,24.008027
2200,../Mini Project/data/clean_data/train_imgs/2200.jpg,2200,24.021961
6361,../Mini Project/data/clean_data/train_imgs/6361.jpg,6361,13.247379
6362,../Mini Project/data/clean_data/train_imgs/6362.jpg,6362,13.309469
11054,../Mini Project/data/clean_data/train_imgs/11054.jpg,11054,4.844197
11055,../Mini Project/data/clean_data/train_imgs/11055.jpg,11055,4.784174
6067,../Mini Project/data/clean_data/train_imgs/6067.jpg,6067,11.494609
6068,../Mini Project/data/clean_data/train_imgs/6068.jpg,6068,11.372953
17042,../Mini Project/data/clean_data/train_imgs/17042.jpg,17042,1.330762
17043,../Mini Project/data/clean_data/train_imgs/17043.jpg,17043,1.339849
20013,../Mini Project/data/clean_data/train_imgs/20013.jpg,20013,10.500251
20014,../Mini Project/data/clean_data/train_imgs/20014.jpg,20014,10.541129
12217,../Mini Project/data/clean_data/train_imgs/12217.jpg,12217,5.346923
12218,../Mini Project/data/clean_data/train_imgs/12218.jpg,12218,5.366376
18088,../Mini Project/data/clean_data/train_imgs/18088.jpg,18088,2.312028
18089,../Mini Project/data/clean_data/train_imgs/18089.jpg,18089,2.316971
12743,../Mini Project/data/clean_data/train_imgs/12743.jpg,12743,10.517318
12744,../Mini Project/data/clean_data/train_imgs/12744.jpg,12744,10.515698
19533,../Mini Project/data/clean_data/train_imgs/19533.jpg,19533,2.31964
19534,../Mini Project/data/clean_data/train_imgs/19534.jpg,19534,2.266506
17664,../Mini Project/data/clean_data/train_imgs/17664.jpg,17664,13.442864000000002
17665,../Mini Project/data/clean_data/train_imgs/17665.jpg,17665,13.428952
14901,../Mini Project/data/clean_data/train_imgs/14901.jpg,14901,13.773198999999998
14902,../Mini Project/data/clean_data/train_imgs/14902.jpg,14902,13.781272
4042,../Mini Project/data/clean_data/train_imgs/4042.jpg,4042,21.577559
4043,../Mini Project/data/clean_data/train_imgs/4043.jpg,4043,21.559933
15349,../Mini Project/data/clean_data/train_imgs/15349.jpg,15349,10.333343
15350,../Mini Project/data/clean_data/train_imgs/15350.jpg,15350,10.3182
5963,../Mini Project/data/clean_data/train_imgs/5963.jpg,5963,14.015531
5964,../Mini Project/data/clean_data/train_imgs/5964.jpg,5964,13.987292000000002
4418,../Mini Project/data/clean_data/train_imgs/4418.jpg,4418,21.806182
4419,../Mini Project/data/clean_data/train_imgs/4419.jpg,4419,21.822173
4483,../Mini Project/data/clean_data/train_imgs/4483.jpg,4483,21.844816
4484,../Mini Project/data/clean_data/train_imgs/4484.jpg,4484,21.829412
11323,../Mini Project/data/clean_data/train_imgs/11323.jpg,11323,4.721453
11324,../Mini Project/data/clean_data/train_imgs/11324.jpg,11324,4.794183
8518,../Mini Project/data/clean_data/train_imgs/8518.jpg,8518,14.547867000000002
8519,../Mini Project/data/clean_data/train_imgs/8519.jpg,8519,14.411757
11348,../Mini Project/data/clean_data/train_imgs/11348.jpg,11348,4.939437
11349,../Mini Project/data/clean_data/train_imgs/11349.jpg,11349,4.7455940000000005
7199,../Mini Project/data/clean_data/train_imgs/7199.jpg,7199,20.83061
7200,../Mini Project/data/clean_data/train_imgs/7200.jpg,7200,20.875724
10247,../Mini Project/data/clean_data/train_imgs/10247.jpg,10247,8.026612
10248,../Mini Project/data/clean_data/train_imgs/10248.jpg,10248,8.025496
17568,../Mini Project/data/clean_data/train_imgs/17568.jpg,17568,14.547159
17569,../Mini Project/data/clean_data/train_imgs/17569.jpg,17569,14.557082
18891,../Mini Project/data/clean_data/train_imgs/18891.jpg,18891,0.954823
18892,../Mini Project/data/clean_data/train_imgs/18892.jpg,18892,0.943503
5295,../Mini Project/data/clean_data/train_imgs/5295.jpg,5295,23.613698
5296,../Mini Project/data/clean_data/train_imgs/5296.jpg,5296,23.622835
449,../Mini Project/data/clean_data/train_imgs/449.jpg,449,15.64943
450,../Mini Project/data/clean_data/train_imgs/450.jpg,450,15.630264000000002
6853,../Mini Project/data/clean_data/train_imgs/6853.jpg,6853,11.792981
6854,../Mini Project/data/clean_data/train_imgs/6854.jpg,6854,11.733823
10585,../Mini Project/data/clean_data/train_imgs/10585.jpg,10585,3.272089
10586,../Mini Project/data/clean_data/train_imgs/10586.jpg,10586,3.270045
1003,../Mini Project/data/clean_data/train_imgs/1003.jpg,1003,19.074172
1004,../Mini Project/data/clean_data/train_imgs/1004.jpg,1004,19.094249
14085,../Mini Project/data/clean_data/train_imgs/14085.jpg,14085,3.282053
14086,../Mini Project/data/clean_data/train_imgs/14086.jpg,14086,3.260544
3217,../Mini Project/data/clean_data/train_imgs/3217.jpg,3217,21.601413
3218,../Mini Project/data/clean_data/train_imgs/3218.jpg,3218,21.615126
11281,../Mini Project/data/clean_data/train_imgs/11281.jpg,11281,4.6735190000000015
11282,../Mini Project/data/clean_data/train_imgs/11282.jpg,11282,4.613372
13831,../Mini Project/data/clean_data/train_imgs/13831.jpg,13831,10.303454
13832,../Mini Project/data/clean_data/train_imgs/13832.jpg,13832,10.308753
12148,../Mini Project/data/clean_data/train_imgs/12148.jpg,12148,9.264664
12149,../Mini Project/data/clean_data/train_imgs/12149.jpg,12149,9.263215
8235,../Mini Project/data/clean_data/train_imgs/8235.jpg,8235,25.740768
8236,../Mini Project/data/clean_data/train_imgs/8236.jpg,8236,25.713038
15666,../Mini Project/data/clean_data/train_imgs/15666.jpg,15666,1.675166
15667,../Mini Project/data/clean_data/train_imgs/15667.jpg,15667,1.720891
10431,../Mini Project/data/clean_data/train_imgs/10431.jpg,10431,8.234026
10432,../Mini Project/data/clean_data/train_imgs/10432.jpg,10432,8.188761
14242,../Mini Project/data/clean_data/train_imgs/14242.jpg,14242,3.258479
14243,../Mini Project/data/clean_data/train_imgs/14243.jpg,14243,3.18624
2003,../Mini Project/data/clean_data/train_imgs/2003.jpg,2003,23.354206
2004,../Mini Project/data/clean_data/train_imgs/2004.jpg,2004,23.337295
15833,../Mini Project/data/clean_data/train_imgs/15833.jpg,15833,0.0
15834,../Mini Project/data/clean_data/train_imgs/15834.jpg,15834,0.0
9476,../Mini Project/data/clean_data/train_imgs/9476.jpg,9476,5.869979
9477,../Mini Project/data/clean_data/train_imgs/9477.jpg,9477,5.872146
19997,../Mini Project/data/clean_data/train_imgs/19997.jpg,19997,10.539599
19998,../Mini Project/data/clean_data/train_imgs/19998.jpg,19998,10.526731
18905,../Mini Project/data/clean_data/train_imgs/18905.jpg,18905,1.59779
18906,../Mini Project/data/clean_data/train_imgs/18906.jpg,18906,1.625252
18664,../Mini Project/data/clean_data/train_imgs/18664.jpg,18664,0.0
18665,../Mini Project/data/clean_data/train_imgs/18665.jpg,18665,0.0
13719,../Mini Project/data/clean_data/train_imgs/13719.jpg,13719,8.941133
13720,../Mini Project/data/clean_data/train_imgs/13720.jpg,13720,8.99873
11634,../Mini Project/data/clean_data/train_imgs/11634.jpg,11634,7.287278999999999
11635,../Mini Project/data/clean_data/train_imgs/11635.jpg,11635,7.28091
16479,../Mini Project/data/clean_data/train_imgs/16479.jpg,16479,1.89901
16480,../Mini Project/data/clean_data/train_imgs/16480.jpg,16480,1.865447
19520,../Mini Project/data/clean_data/train_imgs/19520.jpg,19520,2.801551
19521,../Mini Project/data/clean_data/train_imgs/19521.jpg,19521,2.733
3838,../Mini Project/data/clean_data/train_imgs/3838.jpg,3838,21.496236
3839,../Mini Project/data/clean_data/train_imgs/3839.jpg,3839,21.516366
19288,../Mini Project/data/clean_data/train_imgs/19288.jpg,19288,5.22987
19289,../Mini Project/data/clean_data/train_imgs/19289.jpg,19289,5.2494809999999985
3947,../Mini Project/data/clean_data/train_imgs/3947.jpg,3947,21.47731
3948,../Mini Project/data/clean_data/train_imgs/3948.jpg,3948,21.484269
13964,../Mini Project/data/clean_data/train_imgs/13964.jpg,13964,7.635896000000002
13965,../Mini Project/data/clean_data/train_imgs/13965.jpg,13965,7.637498
9563,../Mini Project/data/clean_data/train_imgs/9563.jpg,9563,9.522931
9564,../Mini Project/data/clean_data/train_imgs/9564.jpg,9564,9.479342
16597,../Mini Project/data/clean_data/train_imgs/16597.jpg,16597,2.371127
16598,../Mini Project/data/clean_data/train_imgs/16598.jpg,16598,2.356555
10404,../Mini Project/data/clean_data/train_imgs/10404.jpg,10404,6.470554
10405,../Mini Project/data/clean_data/train_imgs/10405.jpg,10405,6.626459
4533,../Mini Project/data/clean_data/train_imgs/4533.jpg,4533,22.126483
4534,../Mini Project/data/clean_data/train_imgs/4534.jpg,4534,22.138548
12308,../Mini Project/data/clean_data/train_imgs/12308.jpg,12308,6.500727
12309,../Mini Project/data/clean_data/train_imgs/12309.jpg,12309,6.451101
265,../Mini Project/data/clean_data/train_imgs/265.jpg,265,20.997039
266,../Mini Project/data/clean_data/train_imgs/266.jpg,266,21.006357
9154,../Mini Project/data/clean_data/train_imgs/9154.jpg,9154,11.562288
9155,../Mini Project/data/clean_data/train_imgs/9155.jpg,9155,11.545008
15723,../Mini Project/data/clean_data/train_imgs/15723.jpg,15723,1.865211
15724,../Mini Project/data/clean_data/train_imgs/15724.jpg,15724,1.775591
13389,../Mini Project/data/clean_data/train_imgs/13389.jpg,13389,1.61173
13390,../Mini Project/data/clean_data/train_imgs/13390.jpg,13390,1.615624
9507,../Mini Project/data/clean_data/train_imgs/9507.jpg,9507,7.7422710000000015
9508,../Mini Project/data/clean_data/train_imgs/9508.jpg,9508,7.7955830000000015
746,../Mini Project/data/clean_data/train_imgs/746.jpg,746,21.321235
747,../Mini Project/data/clean_data/train_imgs/747.jpg,747,21.381613
15394,../Mini Project/data/clean_data/train_imgs/15394.jpg,15394,7.334086
15395,../Mini Project/data/clean_data/train_imgs/15395.jpg,15395,7.336341
17642,../Mini Project/data/clean_data/train_imgs/17642.jpg,17642,13.775368
17643,../Mini Project/data/clean_data/train_imgs/17643.jpg,17643,13.800519
12680,../Mini Project/data/clean_data/train_imgs/12680.jpg,12680,10.606206
12681,../Mini Project/data/clean_data/train_imgs/12681.jpg,12681,10.620094
4813,../Mini Project/data/clean_data/train_imgs/4813.jpg,4813,22.557873
4814,../Mini Project/data/clean_data/train_imgs/4814.jpg,4814,22.556258
18360,../Mini Project/data/clean_data/train_imgs/18360.jpg,18360,11.610579
18361,../Mini Project/data/clean_data/train_imgs/18361.jpg,18361,11.631442
723,../Mini Project/data/clean_data/train_imgs/723.jpg,723,20.624977
724,../Mini Project/data/clean_data/train_imgs/724.jpg,724,20.630964
7108,../Mini Project/data/clean_data/train_imgs/7108.jpg,7108,19.000316
7109,../Mini Project/data/clean_data/train_imgs/7109.jpg,7109,19.022665
744,../Mini Project/data/clean_data/train_imgs/744.jpg,744,21.281692
745,../Mini Project/data/clean_data/train_imgs/745.jpg,745,21.2928
3653,../Mini Project/data/clean_data/train_imgs/3653.jpg,3653,21.83681
3654,../Mini Project/data/clean_data/train_imgs/3654.jpg,3654,21.853405
14654,../Mini Project/data/clean_data/train_imgs/14654.jpg,14654,0.0
14655,../Mini Project/data/clean_data/train_imgs/14655.jpg,14655,0.0
1346,../Mini Project/data/clean_data/train_imgs/1346.jpg,1346,13.462126
1347,../Mini Project/data/clean_data/train_imgs/1347.jpg,1347,13.504544
1980,../Mini Project/data/clean_data/train_imgs/1980.jpg,1980,23.854028
1981,../Mini Project/data/clean_data/train_imgs/1981.jpg,1981,23.843264
7368,../Mini Project/data/clean_data/train_imgs/7368.jpg,7368,18.407844
7369,../Mini Project/data/clean_data/train_imgs/7369.jpg,7369,18.395797
12129,../Mini Project/data/clean_data/train_imgs/12129.jpg,12129,9.987775
12130,../Mini Project/data/clean_data/train_imgs/12130.jpg,12130,9.890378
15428,../Mini Project/data/clean_data/train_imgs/15428.jpg,15428,4.520665
15429,../Mini Project/data/clean_data/train_imgs/15429.jpg,15429,4.462475
6460,../Mini Project/data/clean_data/train_imgs/6460.jpg,6460,14.073481
6461,../Mini Project/data/clean_data/train_imgs/6461.jpg,6461,14.077369
9027,../Mini Project/data/clean_data/train_imgs/9027.jpg,9027,9.331846
9028,../Mini Project/data/clean_data/train_imgs/9028.jpg,9028,9.296935
831,../Mini Project/data/clean_data/train_imgs/831.jpg,831,21.857261
832,../Mini Project/data/clean_data/train_imgs/832.jpg,832,21.693483
2467,../Mini Project/data/clean_data/train_imgs/2467.jpg,2467,24.755257
2468,../Mini Project/data/clean_data/train_imgs/2468.jpg,2468,24.782861
16540,../Mini Project/data/clean_data/train_imgs/16540.jpg,16540,3.992151
16541,../Mini Project/data/clean_data/train_imgs/16541.jpg,16541,4.04809
1116,../Mini Project/data/clean_data/train_imgs/1116.jpg,1116,17.379248999999998
1117,../Mini Project/data/clean_data/train_imgs/1117.jpg,1117,17.319708
3962,../Mini Project/data/clean_data/train_imgs/3962.jpg,3962,21.569075
3963,../Mini Project/data/clean_data/train_imgs/3963.jpg,3963,21.547019
10756,../Mini Project/data/clean_data/train_imgs/10756.jpg,10756,6.397196
10757,../Mini Project/data/clean_data/train_imgs/10757.jpg,10757,6.461725
971,../Mini Project/data/clean_data/train_imgs/971.jpg,971,19.439272
972,../Mini Project/data/clean_data/train_imgs/972.jpg,972,19.449107
740,../Mini Project/data/clean_data/train_imgs/740.jpg,740,21.127199
741,../Mini Project/data/clean_data/train_imgs/741.jpg,741,21.133818
18868,../Mini Project/data/clean_data/train_imgs/18868.jpg,18868,0.458183
18869,../Mini Project/data/clean_data/train_imgs/18869.jpg,18869,0.534668
9811,../Mini Project/data/clean_data/train_imgs/9811.jpg,9811,7.860213000000001
9812,../Mini Project/data/clean_data/train_imgs/9812.jpg,9812,7.892839
12362,../Mini Project/data/clean_data/train_imgs/12362.jpg,12362,8.404978
12363,../Mini Project/data/clean_data/train_imgs/12363.jpg,12363,8.446023
14052,../Mini Project/data/clean_data/train_imgs/14052.jpg,14052,4.501919
14053,../Mini Project/data/clean_data/train_imgs/14053.jpg,14053,4.457179
20254,../Mini Project/data/clean_data/train_imgs/20254.jpg,20254,6.079889
20255,../Mini Project/data/clean_data/train_imgs/20255.jpg,20255,6.133447
10022,../Mini Project/data/clean_data/train_imgs/10022.jpg,10022,8.432396
10023,../Mini Project/data/clean_data/train_imgs/10023.jpg,10023,8.411485
991,../Mini Project/data/clean_data/train_imgs/991.jpg,991,19.186164
992,../Mini Project/data/clean_data/train_imgs/992.jpg,992,19.181885
14137,../Mini Project/data/clean_data/train_imgs/14137.jpg,14137,3.970531
14138,../Mini Project/data/clean_data/train_imgs/14138.jpg,14138,3.994802
3441,../Mini Project/data/clean_data/train_imgs/3441.jpg,3441,22.084327
3442,../Mini Project/data/clean_data/train_imgs/3442.jpg,3442,22.069955
15548,../Mini Project/data/clean_data/train_imgs/15548.jpg,15548,1.802565
15549,../Mini Project/data/clean_data/train_imgs/15549.jpg,15549,1.809081
6810,../Mini Project/data/clean_data/train_imgs/6810.jpg,6810,15.076759
6811,../Mini Project/data/clean_data/train_imgs/6811.jpg,6811,15.001802
5110,../Mini Project/data/clean_data/train_imgs/5110.jpg,5110,22.42566
5111,../Mini Project/data/clean_data/train_imgs/5111.jpg,5111,22.433047
17146,../Mini Project/data/clean_data/train_imgs/17146.jpg,17146,1.140595
17147,../Mini Project/data/clean_data/train_imgs/17147.jpg,17147,1.146317
19393,../Mini Project/data/clean_data/train_imgs/19393.jpg,19393,2.932869
19394,../Mini Project/data/clean_data/train_imgs/19394.jpg,19394,2.87269
19218,../Mini Project/data/clean_data/train_imgs/19218.jpg,19218,8.747082
19219,../Mini Project/data/clean_data/train_imgs/19219.jpg,19219,8.594998
4562,../Mini Project/data/clean_data/train_imgs/4562.jpg,4562,22.005014000000006
4563,../Mini Project/data/clean_data/train_imgs/4563.jpg,4563,22.001392000000006
7797,../Mini Project/data/clean_data/train_imgs/7797.jpg,7797,24.462558
7798,../Mini Project/data/clean_data/train_imgs/7798.jpg,7798,24.464071
13810,../Mini Project/data/clean_data/train_imgs/13810.jpg,13810,10.295139
13811,../Mini Project/data/clean_data/train_imgs/13811.jpg,13811,10.300259
2628,../Mini Project/data/clean_data/train_imgs/2628.jpg,2628,25.120203
2629,../Mini Project/data/clean_data/train_imgs/2629.jpg,2629,25.133581
14525,../Mini Project/data/clean_data/train_imgs/14525.jpg,14525,0.0
14526,../Mini Project/data/clean_data/train_imgs/14526.jpg,14526,0.0
1474,../Mini Project/data/clean_data/train_imgs/1474.jpg,1474,15.483139
1475,../Mini Project/data/clean_data/train_imgs/1475.jpg,1475,15.505664
4855,../Mini Project/data/clean_data/train_imgs/4855.jpg,4855,22.523806
4856,../Mini Project/data/clean_data/train_imgs/4856.jpg,4856,22.527926
16145,../Mini Project/data/clean_data/train_imgs/16145.jpg,16145,2.1792990000000003
16146,../Mini Project/data/clean_data/train_imgs/16146.jpg,16146,2.3821830000000004
1229,../Mini Project/data/clean_data/train_imgs/1229.jpg,1229,15.942091
1230,../Mini Project/data/clean_data/train_imgs/1230.jpg,1230,15.908871
3825,../Mini Project/data/clean_data/train_imgs/3825.jpg,3825,21.521807
3826,../Mini Project/data/clean_data/train_imgs/3826.jpg,3826,21.530157
15240,../Mini Project/data/clean_data/train_imgs/15240.jpg,15240,12.575723
15241,../Mini Project/data/clean_data/train_imgs/15241.jpg,15241,12.561271
17476,../Mini Project/data/clean_data/train_imgs/17476.jpg,17476,14.154254000000002
17477,../Mini Project/data/clean_data/train_imgs/17477.jpg,17477,14.185934
16694,../Mini Project/data/clean_data/train_imgs/16694.jpg,16694,2.504694
16695,../Mini Project/data/clean_data/train_imgs/16695.jpg,16695,2.49915
2431,../Mini Project/data/clean_data/train_imgs/2431.jpg,2431,24.353315
2432,../Mini Project/data/clean_data/train_imgs/2432.jpg,2432,24.365526000000006
2551,../Mini Project/data/clean_data/train_imgs/2551.jpg,2551,25.366864
2552,../Mini Project/data/clean_data/train_imgs/2552.jpg,2552,25.345182
3863,../Mini Project/data/clean_data/train_imgs/3863.jpg,3863,21.444961
3864,../Mini Project/data/clean_data/train_imgs/3864.jpg,3864,21.440219
17432,../Mini Project/data/clean_data/train_imgs/17432.jpg,17432,14.10394
17433,../Mini Project/data/clean_data/train_imgs/17433.jpg,17433,14.042542
15609,../Mini Project/data/clean_data/train_imgs/15609.jpg,15609,0.50734
15610,../Mini Project/data/clean_data/train_imgs/15610.jpg,15610,0.5116149999999999
4011,../Mini Project/data/clean_data/train_imgs/4011.jpg,4011,21.665139
4012,../Mini Project/data/clean_data/train_imgs/4012.jpg,4012,21.671273
16386,../Mini Project/data/clean_data/train_imgs/16386.jpg,16386,5.273294
16387,../Mini Project/data/clean_data/train_imgs/16387.jpg,16387,5.136759
17564,../Mini Project/data/clean_data/train_imgs/17564.jpg,17564,14.519594
17565,../Mini Project/data/clean_data/train_imgs/17565.jpg,17565,14.51321
16338,../Mini Project/data/clean_data/train_imgs/16338.jpg,16338,8.725480000000001
16339,../Mini Project/data/clean_data/train_imgs/16339.jpg,16339,8.763651
12462,../Mini Project/data/clean_data/train_imgs/12462.jpg,12462,8.938963000000003
12463,../Mini Project/data/clean_data/train_imgs/12463.jpg,12463,8.739919
1243,../Mini Project/data/clean_data/train_imgs/1243.jpg,1243,15.753906
1244,../Mini Project/data/clean_data/train_imgs/1244.jpg,1244,15.72124
14484,../Mini Project/data/clean_data/train_imgs/14484.jpg,14484,0.5890380000000001
14485,../Mini Project/data/clean_data/train_imgs/14485.jpg,14485,0.568535
10723,../Mini Project/data/clean_data/train_imgs/10723.jpg,10723,4.65923
10724,../Mini Project/data/clean_data/train_imgs/10724.jpg,10724,4.808136
18694,../Mini Project/data/clean_data/train_imgs/18694.jpg,18694,0.0
18695,../Mini Project/data/clean_data/train_imgs/18695.jpg,18695,0.0
4105,../Mini Project/data/clean_data/train_imgs/4105.jpg,4105,21.19132
4106,../Mini Project/data/clean_data/train_imgs/4106.jpg,4106,21.2113
16323,../Mini Project/data/clean_data/train_imgs/16323.jpg,16323,9.604698
16324,../Mini Project/data/clean_data/train_imgs/16324.jpg,16324,9.558088
19951,../Mini Project/data/clean_data/train_imgs/19951.jpg,19951,9.440876
19952,../Mini Project/data/clean_data/train_imgs/19952.jpg,19952,9.471005
3559,../Mini Project/data/clean_data/train_imgs/3559.jpg,3559,22.081819
3560,../Mini Project/data/clean_data/train_imgs/3560.jpg,3560,22.038176
4129,../Mini Project/data/clean_data/train_imgs/4129.jpg,4129,21.269818
4130,../Mini Project/data/clean_data/train_imgs/4130.jpg,4130,21.295981
9735,../Mini Project/data/clean_data/train_imgs/9735.jpg,9735,7.3995289999999985
9736,../Mini Project/data/clean_data/train_imgs/9736.jpg,9736,7.412599
